Name,UID,Code,Parent UID,Short name,Description,Opening date,Closed date,Comment,Feature type,,URL,Contact person,Address,Email,Phone number,,,
Trapeang Montrei,,VL702030500,f041OmN1y5t,,,,,,,"[104.572791,10.694838]",,,,,,VLVL702030500,,70204
Ta Iek,,VL702040100,f041OmN1y5t,,,,,,,"[104.561259,10.708379]",,,,,,VLVL702040100,,70204
Saen Ponlung,,VL702040200,f041OmN1y5t,,,,,,,"[104.552544,10.727385]",,,,,,VLVL702040200,,70204
Samraong,,VL702040300,f041OmN1y5t,,,,,,,"[104.571365,10.720584]",,,,,,VLVL702040300,,70204
Ta Ten,,VL702040400,f041OmN1y5t,,,,,,,"[104.563081,10.732185]",,,,,,VLVL702040400,,70204
Krang Doung,,VL702040500,f041OmN1y5t,,,,,,,"[104.568488,10.691902]",,,,,,VLVL702040500,,70204
Bariveas,,VL702040600,yqCoCySCcZQ,,,,,,,"[104.570461,10.739331]",,,,,,VLVL702040600,,70205
Damnak Chambak,,VL702050100,yqCoCySCcZQ,,,,,,,"[104.599312,10.741965]",,,,,,VLVL702050100,,70205
Damnak Trayueng,,VL702050200,yqCoCySCcZQ,,,,,,,"[104.58396,10.746186]",,,,,,VLVL702050200,,70205
Tram Sasar,,VL702050300,yqCoCySCcZQ,,,,,,,"[104.592705,10.731176]",,,,,,VLVL702050300,,70205
Praphong,,VL702050400,yqCoCySCcZQ,,,,,,,"[104.589842,10.724489]",,,,,,VLVL702050400,,70205
Chrung Sralau,,VL702050500,vC1AloKIbmT,,,,,,,"[104.552622,10.605248]",,,,,,VLVL702050500,,70206
Kanlang,,VL702060100,vC1AloKIbmT,,,,,,,"[104.573968,10.60497]",,,,,,VLVL702060100,,70206
Traeng,,VL702060200,vC1AloKIbmT,,,,,,,"[104.594126,10.597336]",,,,,,VLVL702060200,,70206
Pong Tuek,,VL702060300,vC1AloKIbmT,,,,,,,"[104.596579,10.588178]",,,,,,VLVL702060300,,70206
Prey Ta Prich,,VL702060400,UDOx9NMDm2R,,,,,,,"[104.532672,10.637153]",,,,,,VLVL702060400,,70207
Rumpeun,,VL702070100,UDOx9NMDm2R,,,,,,,"[104.535088,10.623663]",,,,,,VLVL702070100,,70207
Chamlang Chrey,,VL702070200,UDOx9NMDm2R,,,,,,,"[104.54342,10.627021]",,,,,,VLVL702070200,,70207
Chheu Teal,,VL702070300,UDOx9NMDm2R,,,,,,,"[104.52763,10.616254]",,,,,,VLVL702070300,,70207
Daeum Chamriek,,VL702070400,UDOx9NMDm2R,,,,,,,"[104.527352,10.606504]",,,,,,VLVL702070400,,70207
Sangkae Duoch,,VL702070500,B8zaG3tESy7,,,,,,,"[104.561136,10.589749]",,,,,,VLVL702070500,,70208
Ruessei Chuor,,VL702080100,B8zaG3tESy7,,,,,,,"[104.563069,10.567151]",,,,,,VLVL702080100,,70208
Phnum Touch,,VL702080200,B8zaG3tESy7,,,,,,,"[104.542788,10.578418]",,,,,,VLVL702080200,,70208
Sdach Kong,,VL702080300,B8zaG3tESy7,,,,,,,"[104.587866,10.582234]",,,,,,VLVL702080300,,70208
Ta Lang,,VL702080400,HRWhiV4Assl,,,,,,,"[104.671402,10.594867]",,,,,,VLVL702080400,,70209
Kouk Veaeng,,VL702090100,HRWhiV4Assl,,,,,,,"[104.689893,10.587904]",,,,,,VLVL702090100,,70209
Tnaot,,VL702090200,HRWhiV4Assl,,,,,,,"[104.708664,10.573162]",,,,,,VLVL702090200,,70209
Doun Teav,,VL702090300,HRWhiV4Assl,,,,,,,"[104.664402,10.567312]",,,,,,VLVL702090300,,70209
Ruessei Chum,,VL702090400,HRWhiV4Assl,,,,,,,"[104.688938,10.609645]",,,,,,VLVL702090400,,70209
Khnay,,VL702090500,HRWhiV4Assl,,,,,,,"[104.691271,10.580326]",,,,,,VLVL702090500,,70209
Souriya,,VL702090600,HRWhiV4Assl,,,,,,,"[104.705133,10.59491]",,,,,,VLVL702090600,,70209
Angkunh,,VL702090700,HRWhiV4Assl,,,,,,,"[104.671908,10.574627]",,,,,,VLVL702090700,,70209
Toap Sdach,,VL702090800,H5WBmgN0dPt,,,,,,,"[104.613016,10.710012]",,,,,,VLVL702090800,,70210
Ta Ngeut,,VL702100100,H5WBmgN0dPt,,,,,,,"[104.625131,10.704618]",,,,,,VLVL702100100,,70210
Poun,,VL702100200,H5WBmgN0dPt,,,,,,,"[104.63349,10.703398]",,,,,,VLVL702100200,,70210
Lieb,,VL702100300,H5WBmgN0dPt,,,,,,,"[104.635458,10.686859]",,,,,,VLVL702100300,,70210
Khsaeum,,VL702100400,H5WBmgN0dPt,,,,,,,"[104.616315,10.683056]",,,,,,VLVL702100400,,70210
Trapeang Kdol,,VL702100500,Z2aEKNOuQx3,,,,,,,"[104.605743,10.712571]",,,,,,VLVL702100500,,70211
Keatha Vong Kraom,,VL702110100,Z2aEKNOuQx3,,,,,,,"[104.594263,10.722025]",,,,,,VLVL702110100,,70211
Keatha Vong Leu,,VL702110200,Z2aEKNOuQx3,,,,,,,"[104.602166,10.713878]",,,,,,VLVL702110200,,70211
Sampoar,,VL702110300,Z2aEKNOuQx3,,,,,,,"[104.58163,10.684287]",,,,,,VLVL702110300,,70211
Prey Sralau,,VL702110400,Z2aEKNOuQx3,,,,,,,"[104.596154,10.695303]",,,,,,VLVL702110400,,70211
Trapeang Pring,,VL702110500,ScnqBW67Dna,,,,,,,"[104.599059,10.648712]",,,,,,VLVL702110500,,70212
Srae Kan Chen,,VL702120100,ScnqBW67Dna,,,,,,,"[104.593481,10.642953]",,,,,,VLVL702120100,,70212
Chrak Sdau,,VL702120200,ScnqBW67Dna,,,,,,,"[104.58612,10.650432]",,,,,,VLVL702120200,,70212
Srae Kan Khang Kaeut,,VL702120300,ScnqBW67Dna,,,,,,,"[104.615442,10.66465]",,,,,,VLVL702120300,,70212
Srae Kan Khang Lech,,VL702120400,ScnqBW67Dna,,,,,,,"[104.601516,10.665176]",,,,,,VLVL702120400,,70212
Angk Mli,,VL702120500,ScnqBW67Dna,,,,,,,"[104.618723,10.6734]",,,,,,VLVL702120500,,70212
Tuk Meas,,VL702120600,SOoTWb5pl42,,,,,,,"[104.558211,10.665922]",,,,,,VLVL702120600,,70213
Kaoh Tonsae,,VL702130100,SOoTWb5pl42,,,,,,,"[104.564323,10.66953]",,,,,,VLVL702130100,,70213
Chrak Khley,,VL702130200,SOoTWb5pl42,,,,,,,"[104.539528,10.680393]",,,,,,VLVL702130200,,70213
Chamlang Chrey,,VL702130300,SOoTWb5pl42,,,,,,,"[104.558001,10.628118]",,,,,,VLVL702130300,,70213
Prey Thum,,VL702130400,SOoTWb5pl42,,,,,,,"[104.566331,10.639797]",,,,,,VLVL702130400,,70213
Prey Chek,,VL702130500,SOoTWb5pl42,,,,,,,"[104.574736,10.657335]",,,,,,VLVL702130500,,70213
Prey Krala Khang Kaeut,,VL702130600,SOoTWb5pl42,,,,,,,"[104.579444,10.671676]",,,,,,VLVL702130600,,70213
Prey Krala Khang Lech,,VL702130700,SOoTWb5pl42,,,,,,,"[104.56645,10.672183]",,,,,,VLVL702130700,,70213
Srae Traeng,,VL702130800,icKRV1XDg8J,,,,,,,"[104.521039,10.767746]",,,,,,VLVL702130800,,70214
Tnaot Rolaeung,,VL702140100,icKRV1XDg8J,,,,,,,"[104.524582,10.753571]",,,,,,VLVL702140100,,70214
Ponhea Angkor,,VL702140200,icKRV1XDg8J,,,,,,,"[104.541836,10.756717]",,,,,,VLVL702140200,,70214
Svay Ph'aem,,VL702140300,icKRV1XDg8J,,,,,,,"[104.519059,10.741652]",,,,,,VLVL702140300,,70214
Sou Peng,,VL702140400,icKRV1XDg8J,,,,,,,"[104.517953,10.758453]",,,,,,VLVL702140400,,70214
Kandal,,VL702140500,h1wAffEpnRe,,,,,,,"[104.533861,10.732522]",,,,,,VLVL702140500,,70215
Khnach,,VL702150100,h1wAffEpnRe,,,,,,,"[104.537566,10.707829]",,,,,,VLVL702150100,,70215
Chhay,,VL702150200,h1wAffEpnRe,,,,,,,"[104.542585,10.721122]",,,,,,VLVL702150200,,70215
Totuem,,VL702150300,h1wAffEpnRe,,,,,,,"[104.521866,10.724681]",,,,,,VLVL702150300,,70215
Srae Prey,,VL702150400,h1wAffEpnRe,,,,,,,"[104.541832,10.692415]",,,,,,VLVL702150400,,70215
Ta Lang,,VL702150500,BuWPHvDG80J,,,,,,,"[104.486859,10.810577]",,,,,,VLVL702150500,,70301
Prey Chheu Neang,,VL703010100,BuWPHvDG80J,,,,,,,"[104.479365,10.79595]",,,,,,VLVL703010100,,70301
Ta Mom,,VL703010200,BuWPHvDG80J,,,,,,,"[104.484297,10.783948]",,,,,,VLVL703010200,,70301
Prey Phchum,,VL703010300,BuWPHvDG80J,,,,,,,"[104.48064,10.772384]",,,,,,VLVL703010300,,70301
Trapeang Ta Sek,,VL703010400,BuWPHvDG80J,,,,,,,"[104.498083,10.772096]",,,,,,VLVL703010400,,70301
Chamkar Morn,,VL703010500,JURyJetSHaz,,,,,,,"[104.348741,10.924011]",,,,,,VLVL703010500,,70302
Choam Sralem,,VL703020100,JURyJetSHaz,,,,,,,"[104.298099,10.930827]",,,,,,VLVL703020100,,70302
Veal Krasang,,VL703020200,JURyJetSHaz,,,,,,,"[104.260272,10.937945]",,,,,,VLVL703020200,,70302
Chey Ta Svay,,VL703020300,JURyJetSHaz,,,,,,,"[104.318379,10.943379]",,,,,,VLVL703020300,,70302
Damnak Trayueng,,VL703020400,JURyJetSHaz,,,,,,,"[104.340364,10.879943]",,,,,,VLVL703020400,,70302
Trapeang Bei,,VL703020500,JURyJetSHaz,,,,,,,"[104.312513,10.895834]",,,,,,VLVL703020500,,70302
Sraka Neak,,VL703020600,JURyJetSHaz,,,,,,,"[104.23962,11.001748]",,,,,,VLVL703020600,,70302
Khpob,,VL703020700,JURyJetSHaz,,,,,,,"[104.214186,11.05596]",,,,,,VLVL703020700,,70302
Chey Sena,,VL703020800,JURyJetSHaz,,,,,,,"[104.252566,11.07985]",,,,,,VLVL703020800,,70302
Trapeang Kdei,,VL703020900,JURyJetSHaz,,,,,,,"[104.294828,11.064832]",,,,,,VLVL703020900,,70302
Trapeang Run,,VL703021000,JURyJetSHaz,,,,,,,"[104.256603,11.04376]",,,,,,VLVL703021000,,70302
Phnom Preal,,VL703021100,JURyJetSHaz,,,,,,,"[104.285892,10.874322]",,,,,,VLVL703021100,,70302
Phnom Preal 2,,VL703021200,JURyJetSHaz,,,,,,,"[104.291902,10.850018]",,,,,,VLVL703021200,,70302
Meaknou Sokh,,VL703021201,JURyJetSHaz,,,,,,,"[104.313915,10.93486]",,,,,,VLVL703021201,,70302
Thlann 100,,VL703021300,JURyJetSHaz,,,,,,,"[104.242342,11.064623]",,,,,,VLVL703021300,,70302
Stung Kbal Damrei (317-12),,VL703021400,JURyJetSHaz,,,,,,,"[104.148105,11.131346]",,,,,,VLVL703021400,,70302
Sre Popel,,VL703021500,JURyJetSHaz,,,,,,,"[,]",,,,,,VLVL703021500,,70302
Sre Krasaing (317-11),,VL703021600,JURyJetSHaz,,,,,,,"[,]",,,,,,VLVL703021600,,70302
Pong Roik,,VL703021700,JURyJetSHaz,,,,,,,"[,]",,,,,,VLVL703021700,,70302
Stung Teanh,,VL703021800,JURyJetSHaz,,,,,,,"[,]",,,,,,VLVL703021800,,70302
Angkanh Leu (317-7),,VL703021900,JURyJetSHaz,,,,,,,"[,]",,,,,,VLVL703021900,,70302
317-4,,VL703022000,JURyJetSHaz,,,,,,,"[,]",,,,,,VLVL703022000,,70302
317-5,,VL703022100,JURyJetSHaz,,,,,,,"[,]",,,,,,VLVL703022100,,70302
Sre Chauk (317-10),,VL703022200,JURyJetSHaz,,,,,,,"[,]",,,,,,VLVL703022200,,70302
317-3,,VL703022300,JURyJetSHaz,,,,,,,"[,]",,,,,,VLVL703022300,,70302
317-2,,VL703022400,JURyJetSHaz,,,,,,,"[,]",,,,,,VLVL703022400,,70302
317-1,,VL703022500,JURyJetSHaz,,,,,,,"[104.251178,10.955322]",,,,,,VLVL703022500,,70302
Angkanh Krom (317-6),,VL703022600,JURyJetSHaz,,,,,,,"[,]",,,,,,VLVL703022600,,70302
Au Krasar (317-9),,VL703022700,JURyJetSHaz,,,,,,,"[,]",,,,,,VLVL703022700,,70302
Anlung Kmeng Leng (317-8),,VL703022800,JURyJetSHaz,,,,,,,"[,]",,,,,,VLVL703022800,,70302
Andeng Sang,,VL703022900,JURyJetSHaz,,,,,,,"[0,0]",,,,,,VLVL703022900,,70302
Anlong Kram,,VL703023000,JURyJetSHaz,,,,,,,"[0,0]",,,,,,VLVL703023000,,70302
Anlung Chas,,VL703023200,JURyJetSHaz,,,,,,,"[0,0]",,,,,,VLVL703023200,,70302
Chrey Bak,,VL703023400,JURyJetSHaz,,,,,,,"[0,0]",,,,,,VLVL703023400,,70302
Srangae,,VL703023500,opufTnG6wFx,,,,,,,"[104.429202,10.805258]",,,,,,VLVL703023500,,70303
Prech,,VL703030100,opufTnG6wFx,,,,,,,"[104.429085,10.818986]",,,,,,VLVL703030100,,70303
Pou Doh,,VL703030200,opufTnG6wFx,,,,,,,"[104.389508,10.798064]",,,,,,VLVL703030200,,70303
Boeng,,VL703030300,opufTnG6wFx,,,,,,,"[104.416464,10.798343]",,,,,,VLVL703030300,,70303
Krasang,,VL703030400,DuULsOafFDj,,,,,,,"[104.439269,10.837191]",,,,,,VLVL703030400,,70304
Chheu Teal,,VL703040100,DuULsOafFDj,,,,,,,"[104.444213,10.850386]",,,,,,VLVL703040100,,70304
Trapeang Chrey,,VL703040200,DuULsOafFDj,,,,,,,"[104.454171,10.863128]",,,,,,VLVL703040200,,70304
Krahung,,VL703040300,DuULsOafFDj,,,,,,,"[104.450046,10.872218]",,,,,,VLVL703040300,,70304
Prey Khmum,,VL703040400,jAPJWw2aKFz,,,,,,,"[104.443794,10.779808]",,,,,,VLVL703040400,,70305
Krasang Mean Chey,,VL703050100,jAPJWw2aKFz,,,,,,,"[104.442746,10.772626]",,,,,,VLVL703050100,,70305
Trapeang Kakaoh,,VL703050200,jAPJWw2aKFz,,,,,,,"[104.447877,10.797903]",,,,,,VLVL703050200,,70305
Kandal,,VL703050300,jAPJWw2aKFz,,,,,,,"[104.455051,10.796089]",,,,,,VLVL703050300,,70305
Doun Yay,,VL703050400,jAPJWw2aKFz,,,,,,,"[104.456869,10.782445]",,,,,,VLVL703050400,,70305
Choar Dom,,VL703050500,xn772A6ijXw,,,,,,,"[104.523792,10.796817]",,,,,,VLVL703050500,,70306
Trapeang Leuk,,VL703060100,xn772A6ijXw,,,,,,,"[104.513191,10.813441]",,,,,,VLVL703060100,,70306
Krang Mdeng,,VL703060200,xn772A6ijXw,,,,,,,"[104.523575,10.818513]",,,,,,VLVL703060200,,70306
Krang Sbov,,VL703060300,xn772A6ijXw,,,,,,,"[104.505008,10.799655]",,,,,,VLVL703060300,,70306
Mon,,VL703060400,xn772A6ijXw,,,,,,,"[104.504469,10.793676]",,,,,,VLVL703060400,,70306
Touch,,VL703060500,cGIoKZ4kCWG,,,,,,,"[104.494948,10.864012]",,,,,,VLVL703060500,,70307
Ta Noan,,VL703070100,cGIoKZ4kCWG,,,,,,,"[104.499074,10.85313]",,,,,,VLVL703070100,,70307
Damnak Toap Khang Cheung,,VL703070200,cGIoKZ4kCWG,,,,,,,"[104.473912,10.864844]",,,,,,VLVL703070200,,70307
Damnak Toap Khang Tboung,,VL703070300,cGIoKZ4kCWG,,,,,,,"[104.488817,10.848519]",,,,,,VLVL703070300,,70307
Lve,,VL703070400,cGIoKZ4kCWG,,,,,,,"[104.485734,10.86406]",,,,,,VLVL703070400,,70307
Krang Roluos,,VL703070500,cGIoKZ4kCWG,,,,,,,"[104.476398,10.881778]",,,,,,VLVL703070500,,70307
Srae Chrov,,VL703070600,TRAsEVKzlt2,,,,,,,"[104.360222,10.822296]",,,,,,VLVL703070600,,70308
Tuol,,VL703080100,TRAsEVKzlt2,,,,,,,"[104.346767,10.834359]",,,,,,VLVL703080100,,70308
Trapeang Kuy,,VL703080200,TRAsEVKzlt2,,,,,,,"[104.321666,10.801007]",,,,,,VLVL703080200,,70308
Trapeang Thma,,VL703080300,TRAsEVKzlt2,,,,,,,"[104.292557,10.806214]",,,,,,VLVL703080300,,70308
Trapeang Kokir,,VL703080400,TRAsEVKzlt2,,,,,,,"[104.300036,10.815392]",,,,,,VLVL703080400,,70308
Kaoh Sla,,VL703080500,eU1QbvbX08s,,,,,,,"[104.256954,10.914298]",,,,,,VLVL703080500,,70309
Dom Phdau,,VL703090100,eU1QbvbX08s,,,,,,,"[104.241503,10.91974]",,,,,,VLVL703090100,,70309
Tuol Doun Tei,,VL703090200,eU1QbvbX08s,,,,,,,"[104.23801,10.91539]",,,,,,VLVL703090200,,70309
Srae Leav,,VL703090400,eU1QbvbX08s,,,,,,,"[104.246901,10.905772]",,,,,,VLVL703090400,,70309
Trapeang Sdau,,VL703090500,eU1QbvbX08s,,,,,,,"[104.256203,10.83325]",,,,,,VLVL703090500,,70309
Prey Peay,,VL703090600,eU1QbvbX08s,,,,,,,"[104.214747,10.825225]",,,,,,VLVL703090600,,70309
Srae Pring,,VL703091000,eU1QbvbX08s,,,,,,,"[104.273833,10.817249]",,,,,,VLVL703091000,,70309
Angk Svay,,VL703091100,iEDSHYnXcxa,,,,,,,"[104.529986,10.854861]",,,,,,VLVL703091100,,70310
Ta Prum,,VL703100100,iEDSHYnXcxa,,,,,,,"[104.536868,10.853722]",,,,,,VLVL703100100,,70310
Tul,,VL703100200,iEDSHYnXcxa,,,,,,,"[104.554095,10.854064]",,,,,,VLVL703100200,,70310
Prey Trang,,VL703100300,iEDSHYnXcxa,,,,,,,"[104.550392,10.827895]",,,,,,VLVL703100300,,70310
Veal Tbal,,VL703100400,iEDSHYnXcxa,,,,,,,"[104.556583,10.835917]",,,,,,VLVL703100400,,70310
Nareay,,VL703100500,XFpI0WTxN0H,,,,,,,"[104.542823,10.878294]",,,,,,VLVL703100500,,70311
Poas Pong,,VL703110100,XFpI0WTxN0H,,,,,,,"[104.531775,10.874796]",,,,,,VLVL703110100,,70311
Prey Sbov,,VL703110200,XFpI0WTxN0H,,,,,,,"[104.534809,10.865549]",,,,,,VLVL703110200,,70311
Khnach Romeas,,VL703110300,XFpI0WTxN0H,,,,,,,"[104.517006,10.870233]",,,,,,VLVL703110300,,70311
Sat Pong,,VL703110400,TUdEsIR9fbP,,,,,,,"[104.455709,10.831957]",,,,,,VLVL703110400,,70312
Prey Baen,,VL703120100,TUdEsIR9fbP,,,,,,,"[104.475865,10.82029]",,,,,,VLVL703120100,,70312
Trapeang Andoung,,VL703120200,TUdEsIR9fbP,,,,,,,"[104.457956,10.813973]",,,,,,VLVL703120200,,70312
Chrey,,VL703120300,TUdEsIR9fbP,,,,,,,"[104.44588,10.824406]",,,,,,VLVL703120300,,70312
Damnak Chhnuol,,VL703120400,aiZb6u9nf3n,,,,,,,"[104.359476,10.79473]",,,,,,VLVL703120400,,70313
Trapeang Lbaeuk,,VL703130100,aiZb6u9nf3n,,,,,,,"[104.352881,10.785763]",,,,,,VLVL703130100,,70313
Trapeang Bei,,VL703130200,aiZb6u9nf3n,,,,,,,"[104.357877,10.780646]",,,,,,VLVL703130200,,70313
Kaoh Ruessei,,VL703130300,aiZb6u9nf3n,,,,,,,"[104.378451,10.792761]",,,,,,VLVL703130300,,70313
Chheu Teal Chrum,,VL703130400,anEjrXeiGHK,,,,,,,"[104.527128,10.8395]",,,,,,VLVL703130400,,70314
Tramaeng,,VL703140100,anEjrXeiGHK,,,,,,,"[104.510685,10.835884]",,,,,,VLVL703140100,,70314
Pramoul,,VL703140200,anEjrXeiGHK,,,,,,,"[104.502176,10.835943]",,,,,,VLVL703140200,,70314
Angk Khley,,VL703140300,anEjrXeiGHK,,,,,,,"[104.492744,10.819658]",,,,,,VLVL703140300,,70314
Trapeang Boeng,,VL703140400,anEjrXeiGHK,,,,,,,"[104.479347,10.83794]",,,,,,VLVL703140400,,70314
Stueng Angkanh,,VL703140500,eU1QbvbX08s,,,,,,,"[0,0]",,,,,,VLVL703140500,,70309
Ta Teaen,,VL703150100,LSXj3Ehghn1,,,,,,,"[104.479313,10.899916]",,,,,,VLVL703150100,,70401
Trapeang Chheu Teal,,VL704010100,LSXj3Ehghn1,,,,,,,"[104.472901,10.909238]",,,,,,VLVL704010100,,70401
Thmea,,VL704010200,LSXj3Ehghn1,,,,,,,"[104.472988,10.895763]",,,,,,VLVL704010200,,70401
Chres,,VL704010300,LSXj3Ehghn1,,,,,,,"[104.466885,10.911063]",,,,,,VLVL704010300,,70401
Chruos Mlou,,VL704010400,LSXj3Ehghn1,,,,,,,"[104.519116,10.950201]",,,,,,VLVL704010400,,70401
Bak Nim,,VL704010500,LSXj3Ehghn1,,,,,,,"[104.524229,10.940704]",,,,,,VLVL704010500,,70401
Chruos Mlou (M),,VL704010501,LSXj3Ehghn1,,,,,,,"[104.519116,10.950201]",,,,,,VLVL704010501,,70401
Bak Nim (M),,VL704010502,LSXj3Ehghn1,,,,,,,"[104.524229,10.940704]",,,,,,VLVL704010502,,70401
Khley,,VL704010503,qw10QXPLfdF,,,,,,,"[104.447066,10.900791]",,,,,,VLVL704010503,,70402
Monou Nob,,VL704020100,qw10QXPLfdF,,,,,,,"[104.396913,10.896184]",,,,,,VLVL704020100,,70402
Monou Nob (M),,VL704020200,qw10QXPLfdF,,,,,,,"[104.396913,10.896184]",,,,,,VLVL704020200,,70402
Kandal,,VL704020201,qw10QXPLfdF,,,,,,,"[104.420211,10.90604]",,,,,,VLVL704020201,,70402
Kandal (M),,VL704020300,qw10QXPLfdF,,,,,,,"[104.420211,10.90604]",,,,,,VLVL704020300,,70402
Chheu Teal,,VL704020301,qw10QXPLfdF,,,,,,,"[104.395341,10.885808]",,,,,,VLVL704020301,,70402
Chek,,VL704020400,qw10QXPLfdF,,,,,,,"[104.442622,10.91358]",,,,,,VLVL704020400,,70402
Damrei Koun,,VL704020500,qw10QXPLfdF,,,,,,,"[104.434053,10.90604]",,,,,,VLVL704020500,,70402
Thmei,,VL704020600,qw10QXPLfdF,,,,,,,"[104.43603,10.900943]",,,,,,VLVL704020600,,70402
Trapeang Pring,,VL704020700,qw10QXPLfdF,,,,,,,"[104.402316,10.869533]",,,,,,VLVL704020700,,70402
Trapeang Pring (M),,VL704020800,qw10QXPLfdF,,,,,,,"[104.402316,10.869533]",,,,,,VLVL704020800,,70402
Snay Anhchit,,VL704020801,Ksz59UrjmJA,,,,,,,"[104.438673,10.950714]",,,,,,VLVL704020801,,70403
Doun Ov,,VL704030100,Ksz59UrjmJA,,,,,,,"[104.436885,10.92784]",,,,,,VLVL704030100,,70403
Ta Phol,,VL704030200,Ksz59UrjmJA,,,,,,,"[104.429564,10.93734]",,,,,,VLVL704030200,,70403
Prey Khcheay,,VL704030300,Ksz59UrjmJA,,,,,,,"[104.437183,10.963825]",,,,,,VLVL704030300,,70403
Damnak Chheu Kram,,VL704030400,Ksz59UrjmJA,,,,,,,"[104.439495,10.970657]",,,,,,VLVL704030400,,70403
Koh Krâbei/Tumnup Hannoi,,VL704030500,Ksz59UrjmJA,,,,,,,"[104.409948,10.993816]",,,,,,VLVL704030500,,70403
Damnak Chheu Kram (M),,VL704030501,Ksz59UrjmJA,,,,,,,"[104.433065,10.991111]",,,,,,VLVL704030501,,70403
Kamnab,,VL704030502,NvAL0RiJhgH,,,,,,,"[104.463281,11.037667]",,,,,,VLVL704030502,,70404
Khpob Run,,VL704040100,NvAL0RiJhgH,,,,,,,"[104.470051,11.049861]",,,,,,VLVL704040100,,70404
Bos Taphang,,VL704040200,NvAL0RiJhgH,,,,,,,"[104.473012,11.05097]",,,,,,VLVL704040200,,70404
Khpob Run (M),,VL704040203,NvAL0RiJhgH,,,,,,,"[104.470051,11.049861]",,,,,,VLVL704040203,,70404
Prey Khley,,VL704040204,NvAL0RiJhgH,,,,,,,"[104.454454,11.018624]",,,,,,VLVL704040204,,70404
Pong Tuek,,VL704040300,NvAL0RiJhgH,,,,,,,"[104.433341,11.025531]",,,,,,VLVL704040300,,70404
Pong Tuek (M),,VL704040400,NvAL0RiJhgH,,,,,,,"[104.433341,11.025531]",,,,,,VLVL704040400,,70404
Srae Chaeng,,VL704040401,NvAL0RiJhgH,,,,,,,"[104.45053,10.997338]",,,,,,VLVL704040401,,70404
Srae Chaeng (M),,VL704040500,NvAL0RiJhgH,,,,,,,"[104.45053,10.997338]",,,,,,VLVL704040500,,70404
Doung,,VL704040501,MaXMex7YnzZ,,,,,,,"[104.466538,10.941929]",,,,,,VLVL704040501,,70405
Prey Veaeng,,VL704050100,MaXMex7YnzZ,,,,,,,"[104.46723,10.943883]",,,,,,VLVL704050100,,70405
Prey Khmau,,VL704050200,MaXMex7YnzZ,,,,,,,"[104.471952,10.954147]",,,,,,VLVL704050200,,70405
Prey Yav,,VL704050300,MaXMex7YnzZ,,,,,,,"[104.479339,10.969308]",,,,,,VLVL704050300,,70405
Damnak Snuol,,VL704050400,MaXMex7YnzZ,,,,,,,"[104.461091,10.968137]",,,,,,VLVL704050400,,70405
Tbaeng Pok,,VL704050500,MaXMex7YnzZ,,,,,,,"[104.475109,10.990589]",,,,,,VLVL704050500,,70405
Thlok Yul,,VL704050600,bFrfHEFi7nC,,,,,,,"[104.471786,10.939216]",,,,,,VLVL704050600,,70406
Pok Trabek,,VL704060100,bFrfHEFi7nC,,,,,,,"[104.508082,10.964644]",,,,,,VLVL704060100,,70406
Pok Trabek (M),,VL704060101,bFrfHEFi7nC,,,,,,,"[104.508082,10.964644]",,,,,,VLVL704060101,,70406
Srae Samraong,,VL704060102,bFrfHEFi7nC,,,,,,,"[104.470067,10.923233]",,,,,,VLVL704060102,,70406
Trapeang Prei,,VL704060200,bFrfHEFi7nC,,,,,,,"[104.455287,10.923686]",,,,,,VLVL704060200,,70406
Roka Thmei,,VL704060300,bFrfHEFi7nC,,,,,,,"[104.457791,10.935538]",,,,,,VLVL704060300,,70406
Pou,,VL704060400,bFrfHEFi7nC,,,,,,,"[104.471969,10.934369]",,,,,,VLVL704060400,,70406
Trapeang Veaeng,,VL704060500,XSj5Ms0l7Ss,,,,,,,"[104.420232,10.922057]",,,,,,VLVL704060500,,70407
Ta In,,VL704070100,XSj5Ms0l7Ss,,,,,,,"[104.403111,10.925126]",,,,,,VLVL704070100,,70407
Tuek Chenh,,VL704070101,XSj5Ms0l7Ss,,,,,,,"[104.40534,10.917543]",,,,,,VLVL704070101,,70407
Tuek Chenh (M),,VL704070102,XSj5Ms0l7Ss,,,,,,,"[104.40534,10.917543]",,,,,,VLVL704070102,,70407
Rovieng,,VL704070103,XSj5Ms0l7Ss,,,,,,,"[104.432747,10.919159]",,,,,,VLVL704070103,,70407
Ta Reach,,VL704070200,XSj5Ms0l7Ss,,,,,,,"[104.413276,10.931983]",,,,,,VLVL704070200,,70407
Trapeang Skon,,VL704070300,XSj5Ms0l7Ss,,,,,,,"[104.394169,10.940745]",,,,,,VLVL704070300,,70407
Ou,,VL704070400,XSj5Ms0l7Ss,,,,,,,"[104.390218,10.943712]",,,,,,VLVL704070400,,70407
Ou Dach,,VL704070500,XSj5Ms0l7Ss,,,,,,,"[104.356578,10.916413]",,,,,,VLVL704070500,,70407
Ou (M),,VL704070501,XSj5Ms0l7Ss,,,,,,,"[104.390218,10.943712]",,,,,,VLVL704070501,,70407
Trapeang Ta Meas,,VL704070502,juEYt4ASwiP,,,,,,,"[104.451927,10.753144]",,,,,,VLVL704070502,,70501
Angk Ropeak,,VL705010100,juEYt4ASwiP,,,,,,,"[104.472128,10.749299]",,,,,,VLVL705010100,,70501
